Accession,Title,Sample Type,Taxonomy,Channels,Platform,Series,Supplementary Types,Supplementary Links,SRA Accession,Contact,Release Date
GSM2719626,"genomic DNA from breast tissue 55","genomic","Homo sapiens",1,GPL13534,GSE101961,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2719nnn/GSM2719626/suppl",,"Daniel Yui Weng","Jul 28, 2017"
GSM2719627,"genomic DNA from breast tissue 37","genomic","Homo sapiens",1,GPL13534,GSE101961,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2719nnn/GSM2719627/suppl",,"Daniel Yui Weng","Jul 28, 2017"
GSM2719628,"genomic DNA from breast tissue 30","genomic","Homo sapiens",1,GPL13534,GSE101961,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2719nnn/GSM2719628/suppl",,"Daniel Yui Weng","Jul 28, 2017"
GSM2719629,"genomic DNA from breast tissue 74","genomic","Homo sapiens",1,GPL13534,GSE101961,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2719nnn/GSM2719629/suppl",,"Daniel Yui Weng","Jul 28, 2017"
GSM2719630,"genomic DNA from breast tissue 15","genomic","Homo sapiens",1,GPL13534,GSE101961,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2719nnn/GSM2719630/suppl",,"Daniel Yui Weng","Jul 28, 2017"
GSM2719631,"genomic DNA from breast tissue 71","genomic","Homo sapiens",1,GPL13534,GSE101961,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2719nnn/GSM2719631/suppl",,"Daniel Yui Weng","Jul 28, 2017"
GSM2719632,"genomic DNA from breast tissue 109","genomic","Homo sapiens",1,GPL13534,GSE101961,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2719nnn/GSM2719632/suppl",,"Daniel Yui Weng","Jul 28, 2017"
GSM2719633,"genomic DNA from breast tissue 10","genomic","Homo sapiens",1,GPL13534,GSE101961,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2719nnn/GSM2719633/suppl",,"Daniel Yui Weng","Jul 28, 2017"
GSM2719634,"genomic DNA from breast tissue 13","genomic","Homo sapiens",1,GPL13534,GSE101961,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2719nnn/GSM2719634/suppl",,"Daniel Yui Weng","Jul 28, 2017"
GSM2719635,"genomic DNA from breast tissue 102","genomic","Homo sapiens",1,GPL13534,GSE101961,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2719nnn/GSM2719635/suppl",,"Daniel Yui Weng","Jul 28, 2017"
GSM2719636,"genomic DNA from breast tissue 82","genomic","Homo sapiens",1,GPL13534,GSE101961,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2719nnn/GSM2719636/suppl",,"Daniel Yui Weng","Jul 28, 2017"
GSM2719637,"genomic DNA from breast tissue 59","genomic","Homo sapiens",1,GPL13534,GSE101961,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2719nnn/GSM2719637/suppl",,"Daniel Yui Weng","Jul 28, 2017"
GSM2719638,"genomic DNA from breast tissue 107","genomic","Homo sapiens",1,GPL13534,GSE101961,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2719nnn/GSM2719638/suppl",,"Daniel Yui Weng","Jul 28, 2017"
