Accession,Title,Sample Type,Taxonomy,Channels,Platform,Series,Supplementary Types,Supplementary Links,SRA Accession,Contact,Release Date
GSM1427323,"genomic DNA from DF-627_3","genomic","Homo sapiens",1,GPL13534,GSE59091,,,,"Lee Butcher","Jan 27, 2016"
GSM1427324,"genomic DNA from DF-700_1","genomic","Homo sapiens",1,GPL13534,GSE59091,,,,"Lee Butcher","Jan 27, 2016"
GSM1427325,"genomic DNA from DF-700_2","genomic","Homo sapiens",1,GPL13534,GSE59091,,,,"Lee Butcher","Jan 27, 2016"
GSM1427326,"genomic DNA from DF-700_3","genomic","Homo sapiens",1,GPL13534,GSE59091,,,,"Lee Butcher","Jan 27, 2016"
GSM1427327,"genomic DNA from DF-700_4","genomic","Homo sapiens",1,GPL13534,GSE59091,,,,"Lee Butcher","Jan 27, 2016"
GSM1427328,"genomic DNA from DF-700_5","genomic","Homo sapiens",1,GPL13534,GSE59091,,,,"Lee Butcher","Jan 27, 2016"
GSM1427329,"genomic DNA from FF-832_1","genomic","Homo sapiens",1,GPL13534,GSE59091,,,,"Lee Butcher","Jan 27, 2016"
GSM1427330,"genomic DNA from FF-832_2","genomic","Homo sapiens",1,GPL13534,GSE59091,,,,"Lee Butcher","Jan 27, 2016"
GSM1427331,"genomic DNA from FF-832_3","genomic","Homo sapiens",1,GPL13534,GSE59091,,,,"Lee Butcher","Jan 27, 2016"
GSM1427332,"genomic DNA from FF-832_4","genomic","Homo sapiens",1,GPL13534,GSE59091,,,,"Lee Butcher","Jan 27, 2016"
GSM1427333,"genomic DNA from FF-832_5","genomic","Homo sapiens",1,GPL13534,GSE59091,,,,"Lee Butcher","Jan 27, 2016"
GSM1427334,"genomic DNA from FF-832_6","genomic","Homo sapiens",1,GPL13534,GSE59091,,,,"Lee Butcher","Jan 27, 2016"
GSM1427335,"genomic DNA from DF.iPSC.447.39.E","genomic","Homo sapiens",1,GPL13534,GSE59091,,,,"Lee Butcher","Jan 27, 2016"
GSM1427336,"genomic DNA from EB.iPSC.685.68.S","genomic","Homo sapiens",1,GPL13534,GSE59091,,,,"Lee Butcher","Jan 27, 2016"
GSM1427337,"genomic DNA from DF.iPSC.283.79.E","genomic","Homo sapiens",1,GPL13534,GSE59091,,,,"Lee Butcher","Jan 27, 2016"
GSM1427338,"genomic DNA from DF.iPSC.983.15.E","genomic","Homo sapiens",1,GPL13534,GSE59091,,,,"Lee Butcher","Jan 27, 2016"
GSM1427339,"genomic DNA from EB.iPSC.447.64.S","genomic","Homo sapiens",1,GPL13534,GSE59091,,,,"Lee Butcher","Jan 27, 2016"
GSM1427340,"genomic DNA from EB.iPSC.283.78.S","genomic","Homo sapiens",1,GPL13534,GSE59091,,,,"Lee Butcher","Jan 27, 2016"
GSM1427341,"genomic DNA from EB.iPSC.844.53.S","genomic","Homo sapiens",1,GPL13534,GSE59091,,,,"Lee Butcher","Jan 27, 2016"
